Plate,Kelp_species,Type,Plate_numb,Morpho_species,Species_genetic,Species_updated,Unique DNA,Period,Date_recorded,Density_cm,Area_cm,Sample,Rep,Unique_site,Date_released,Note
15.3,Costaria Costata,Crustose,15,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,BAT003,1,2020-10-02,0,2.273,Full,3,Costaria_3,2020-07-30,
15.3,Costaria Costata,Crustose,15,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,BAT003,2,2020-10-08,0,2.273,Full,3,Costaria_3,2020-07-30,
17.2,Costaria Costata,Crustose,17,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,BAT004,1,2020-10-02,0,1.578,Full,4,Costaria_4,2020-07-30,
17.2,Costaria Costata,Crustose,17,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,BAT004,2,2020-10-08,4.43599493,1.578,Full,4,Costaria_4,2020-07-30,
20.2,Costaria Costata,Crustose,20,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,BAT005,1,2020-10-02,0,1.248,Full,5,Costaria_5,2020-07-30,
20.2,Costaria Costata,Crustose,20,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,BAT005,2,2020-10-08,0,1.248,Full,5,Costaria_5,2020-07-30,
10.3,Macrocystis,Crustose,10,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust005,1,2021-09-08,109.688682,3.437,Full,5,Macro_5,2021-07-22,
10.3,Macrocystis,Crustose,10,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust005,2,2021-09-15,135.874309,3.437,Full,5,Macro_5,2021-07-22,
12.2,Macrocystis,Crustose,12,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust006,1,2021-09-08,9.188361409,1.959,Full,6,Macro_6,2021-07-22,
12.2,Macrocystis,Crustose,12,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust006,2,2021-09-15,10.20929045,1.959,Full,6,Macro_6,2021-07-22,
2.4,Macrocystis,Crustose,2,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust001,1,2021-09-08,14.1620771,2.542,Full,1,Macro_1,2021-07-22,
2.4,Macrocystis,Crustose,2,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust001,2,2021-09-15,15.73564123,2.542,Full,1,Macro_1,2021-07-22,
3.6,Macrocystis,Crustose,3,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust002,1,2021-09-08,0,3.302,Full,2,Macro_2,2021-07-22,
3.6,Macrocystis,Crustose,3,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust002,2,2021-09-15,0,3.302,Full,2,Macro_2,2021-07-22,
6.6,Macrocystis,Crustose,6,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust003,1,2021-09-08,19.10299003,2.408,Full,3,Macro_3,2021-07-22,
6.6,Macrocystis,Crustose,6,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust003,2,2021-09-15,29.90033223,2.408,Full,3,Macro_3,2021-07-22,
8.5,Macrocystis,Crustose,8,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust004,1,2021-09-08,136.5364673,2.893,Full,4,Macro_4,2021-07-22,
8.5,Macrocystis,Crustose,8,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust004,2,2021-09-15,176.6332527,2.893,Full,4,Macro_4,2021-07-22,
13.6,Nereocystis,Crustose,13,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust001,1,2021-09-07,55.37459283,2.763,Full,1,Nereocystis_1,2021-07-22,
13.6,Nereocystis,Crustose,13,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust001,2,2021-09-14,155.6279406,2.763,Full,1,Nereocystis_1,2021-07-22,
16.1,Nereocystis,Crustose,16,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust002,1,2021-09-07,73.72336828,2.957,Full,2,Nereocystis_2,2021-07-22,
16.1,Nereocystis,Crustose,16,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust002,2,2021-09-14,101.7923571,2.957,Full,2,Nereocystis_2,2021-07-22,
18.4,Nereocystis,Crustose,18,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust003,1,2021-09-07,65.63467492,3.23,Full,3,Nereocystis_3,2021-07-22,
18.4,Nereocystis,Crustose,18,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust003,2,2021-09-14,89.16408669,3.23,Full,3,Nereocystis_3,2021-07-22,
20.5,Nereocystis,Crustose,20,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust004,1,2021-09-07,0,2.991,Full,4,Nereocystis_4,2021-07-22,
20.5,Nereocystis,Crustose,20,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust004,2,2021-09-14,0.334336342,2.991,Full,4,Nereocystis_4,2021-07-22,
21.1,Nereocystis,Crustose,21,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust005,1,2021-09-07,3.684937817,2.171,Full,5,Nereocystis_5,2021-07-22,
21.1,Nereocystis,Crustose,21,Crusticorallina 1,Crusticorallina painei,Crusticorallina painei,Crust005,2,2021-09-14,2.303086135,2.171,Full,5,Nereocystis_5,2021-07-22,
24.3,Nereocystis,Crustose,24,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust006,1,2021-09-07,182.1547575,2.701,Full,6,Nereocystis_6,2021-07-22,
24.3,Nereocystis,Crustose,24,Crusticorallina 1,Crusticorallina muricata,Crusticorallina muricata,Crust006,2,2021-09-14,237.6897445,2.701,Full,6,Nereocystis_6,2021-07-22,
11.3,Costaria Costata,Crustose,11,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT006,1,2020-10-02,0,3.142,Full,1,Costaria_1,2020-07-30,
11.3,Costaria Costata,Crustose,11,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT006,2,2020-10-08,0,3.142,Full,1,Costaria_1,2020-07-30,
14.5,Costaria Costata,Crustose,14,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT007,1,2020-10-02,0,2.921,Full,2,Costaria_2,2020-07-30,
14.5,Costaria Costata,Crustose,14,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT007,2,2020-10-08,0.342348511,2.921,Full,2,Costaria_2,2020-07-30,
15.4,Costaria Costata,Crustose,15,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT008,1,2020-10-02,0,2.155,Full,3,Costaria_3,2020-07-30,
15.4,Costaria Costata,Crustose,15,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,BAT008,2,2020-10-08,0,2.155,Full,3,Costaria_3,2020-07-30,
18.3,Costaria Costata,Crustose,18,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,-,1,2020-10-02,0,3.388,Full,4,Costaria_4,2020-07-30,
18.3,Costaria Costata,Crustose,18,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,-,2,2020-10-08,0,3.388,Full,4,Costaria_4,2020-07-30,
19.3,Costaria Costata,Crustose,19,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,-,1,2020-10-02,0,3.169,Full,5,Costaria_5,2020-07-30,
19.3,Costaria Costata,Crustose,19,Crusticorallina 2,Crusticorallina painei,Crusticorallina painei,-,2,2020-10-08,0,3.169,Full,5,Costaria_5,2020-07-30,
10.2,Macrocystis,Crustose,10,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust014,1,2021-09-08,0.491400491,2.035,Full,5,Macro_5,2021-07-22,
10.2,Macrocystis,Crustose,10,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust014,2,2021-09-15,0,2.035,Full,5,Macro_5,2021-07-22,
11.1,Macrocystis,Crustose,11,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust015,1,2021-09-08,37.17171717,2.475,Full,6,Macro_6,2021-07-22,
11.1,Macrocystis,Crustose,11,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust015,2,2021-09-15,30.70707071,2.475,Full,6,Macro_6,2021-07-22,
2.3,Macrocystis,Crustose,2,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust010,1,2021-09-08,16.49970536,3.394,Full,1,Macro_1,2021-07-22,
2.3,Macrocystis,Crustose,2,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust010,2,2021-09-15,14.73187979,3.394,Full,1,Macro_1,2021-07-22,
3.4,Macrocystis,Crustose,3,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust011,1,2021-09-08,795.4144621,2.548,Subsample,2,Macro_2,2021-07-22,
3.4,Macrocystis,Crustose,3,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust011,2,2021-09-15,375.9811617,2.548,Full,2,Macro_2,2021-07-22,
5.4,Macrocystis,Crustose,5,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust012,1,2021-09-08,13.0260521,1.996,Full,3,Macro_3,2021-07-22,
5.4,Macrocystis,Crustose,5,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust012,2,2021-09-15,11.02204409,1.996,Full,3,Macro_3,2021-07-22,
8.1,Macrocystis,Crustose,8,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust013,1,2021-09-08,66.56101426,3.786,Full,4,Macro_4,2021-07-22,
8.1,Macrocystis,Crustose,8,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust013,2,2021-09-15,22.97939778,3.786,Full,4,Macro_4,2021-07-22,
13.1,Nereocystis,Crustose,13,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust010,1,2021-09-07,64.96318753,2.309,Full,1,Nereocystis_1,2021-07-22,
13.1,Nereocystis,Crustose,13,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust010,2,2021-09-14,97.01169337,2.309,Full,1,Nereocystis_1,2021-07-22,
16.4,Nereocystis,Crustose,16,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust011,1,2021-09-07,223.9858907,2.867,Subsample,2,Nereocystis_2,2021-07-22,
16.4,Nereocystis,Crustose,16,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust011,2,2021-09-14,276.246948,2.867,Full,2,Nereocystis_2,2021-07-22,
18.3,Nereocystis,Crustose,18,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust012,1,2021-09-07,12.5106625,3.517,Full,3,Nereocystis_3,2021-07-22,
18.3,Nereocystis,Crustose,18,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust012,2,2021-09-14,22.74665908,3.517,Full,3,Nereocystis_3,2021-07-22,
20.4,Nereocystis,Crustose,20,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust013,1,2021-09-07,47.22719141,2.795,Full,4,Nereocystis_4,2021-07-22,
20.4,Nereocystis,Crustose,20,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust013,2,2021-09-14,55.09838998,2.795,Full,4,Nereocystis_4,2021-07-22,
22.5,Nereocystis,Crustose,22,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust014,1,2021-09-07,145.9010473,2.769,Full,5,Nereocystis_5,2021-07-22,
22.5,Nereocystis,Crustose,22,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust014,2,2021-09-14,121.7045865,2.769,Full,5,Nereocystis_5,2021-07-22,
23.4,Nereocystis,Crustose,23,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust015,1,2021-09-07,56.70856475,3.421,Full,6,Nereocystis_6,2021-07-22,
23.4,Nereocystis,Crustose,23,Crusticorallina 2,Crusticorallina muricata,Crusticorallina muricata,Crust015,2,2021-09-14,41.80064309,3.421,Full,6,Nereocystis_6,2021-07-22,
20.5,Costaria Costata,Dead,20,Dead Crusticorallina,,Dead Crusticorallina,-,1,2020-10-02,85.95387841,0.5675,Subsample,1,Costaria_1,2020-07-30,
20.5,Costaria Costata,Dead,20,Dead Crusticorallina,,Dead Crusticorallina,-,2,2020-10-08,NA,0.5675,Full,1,Costaria_1,2020-07-30,
20.6,Costaria Costata,Dead,20,Dead Crusticorallina,,Dead Crusticorallina,-,1,2020-10-02,262.0545073,0.5675,Subsample,2,Costaria_2,2020-07-30,
20.6,Costaria Costata,Dead,20,Dead Crusticorallina,,Dead Crusticorallina,-,2,2020-10-08,NA,0.5675,Full,2,Costaria_2,2020-07-30,
1.1,Macrocystis,Dead,1,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,1721.340388,2.079,Subsample,1,Macro_1,2021-07-22,
1.1,Macrocystis,Dead,1,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,1781.305115,2.079,Subsample,1,Macro_1,2021-07-22,
12.3,Macrocystis,Dead,12,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,313.9329806,1.036,Subsample,6,Macro_6,2021-07-22,
12.3,Macrocystis,Dead,12,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,178.1305115,1.036,Subsample,6,Macro_6,2021-07-22,
3.2,Macrocystis,Dead,3,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,4.792332268,2.504,Full,2,Macro_2,2021-07-22,
3.2,Macrocystis,Dead,3,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,2.396166134,2.504,Full,2,Macro_2,2021-07-22,
6.1,Macrocystis,Dead,6,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,2.015316405,2.481,Full,3,Macro_3,2021-07-22,
6.1,Macrocystis,Dead,6,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,0.806126562,2.481,Full,3,Macro_3,2021-07-22,
7.3,Macrocystis,Dead,7,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,83.33333333,2.52,Full,4,Macro_4,2021-07-22,
7.3,Macrocystis,Dead,7,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,68.78306878,2.52,Subsample,4,Macro_4,2021-07-22,
9.1,Macrocystis,Dead,9,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-08,28.43216897,1.231,Full,5,Macro_5,2021-07-22,
9.1,Macrocystis,Dead,9,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-15,6.498781478,1.231,Full,5,Macro_5,2021-07-22,
14.6,Nereocystis,Dead,14,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,NA,1.157,Full,1,Nereocystis_1,2021-07-22,
14.6,Nereocystis,Dead,14,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,NA,1.157,Full,1,Nereocystis_1,2021-07-22,
16.5,Nereocystis,Dead,16,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,8.924377642,2.129,Full,2,Nereocystis_2,2021-07-22,
16.5,Nereocystis,Dead,16,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,15.87301587,2.129,Subsample,2,Nereocystis_2,2021-07-22,
17.4,Nereocystis,Dead,17,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,172.8395062,1.659,Subsample,3,Nereocystis_3,2021-07-22,
17.4,Nereocystis,Dead,17,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,42.19409283,1.659,Full,3,Nereocystis_3,2021-07-22,
19.4,Nereocystis,Dead,19,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,1566.137566,2.121,Subsample,4,Nereocystis_4,2021-07-22,
19.4,Nereocystis,Dead,19,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,989.4179894,2.121,Subsample,4,Nereocystis_4,2021-07-22,
22.4,Nereocystis,Dead,22,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,4063.492063,1.54,Subsample,5,Nereocystis_5,2021-07-22,
22.4,Nereocystis,Dead,22,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,5047.619048,1.54,Subsample,5,Nereocystis_5,2021-07-22,
23.2,Nereocystis,Dead,23,Dead Crusticorallina,,Dead Crusticorallina,-,1,2021-09-07,31.19584055,1.731,Full,6,Nereocystis_6,2021-07-22,
23.2,Nereocystis,Dead,23,Dead Crusticorallina,,Dead Crusticorallina,-,2,2021-09-14,63.49206349,1.731,Subsample,6,Nereocystis_6,2021-07-22,
11.4,Costaria Costata,Fleshy,11,Hildinbrandia,,Hildenbrandia spp,-,1,2020-10-02,0,1.557,Full,1,Costaria_1,2020-07-30,
11.4,Costaria Costata,Fleshy,11,Hildinbrandia,,Hildenbrandia spp,-,2,2020-10-08,0,1.557,Full,1,Costaria_1,2020-07-30,
13.3,Costaria Costata,Fleshy,13,Hildinbrandia,Peyssonnelia sp5BC,Peyssonnelia spp,-,1,2020-10-02,0,2.181,Full,2,Costaria_2,2020-07-30,
13.3,Costaria Costata,Fleshy,13,Hildinbrandia,Peyssonnelia sp5BC,Peyssonnelia spp,-,2,2020-10-08,0,2.181,Full,2,Costaria_2,2020-07-30,
15.1,Costaria Costata,Fleshy,15,Hildinbrandia,Hildenbrandia sp1/2,Hildenbrandia spp,-,1,2020-10-02,8.857808858,2.145,Full,3,Costaria_3,2020-07-30,
15.1,Costaria Costata,Fleshy,15,Hildinbrandia,Hildenbrandia sp1/2,Hildenbrandia spp,-,2,2020-10-08,7.459207459,2.145,Full,3,Costaria_3,2020-07-30,
18.5,Costaria Costata,Fleshy,18,Hildinbrandia,,Peyssonnelia spp,-,1,2020-10-02,5.933117584,1.854,Full,4,Costaria_4,2020-07-30,
18.5,Costaria Costata,Fleshy,18,Hildinbrandia,,Peyssonnelia spp,-,2,2020-10-08,NA,1.854,Full,4,Costaria_4,2020-07-30,
20.1,Costaria Costata,Fleshy,20,Hildinbrandia,,Hildenbrandia spp,-,1,2020-10-02,0,2.1,Full,5,Costaria_5,2020-07-30,
20.1,Costaria Costata,Fleshy,20,Hildinbrandia,,Hildenbrandia spp,-,2,2020-10-08,0.476190476,2.1,Full,5,Costaria_5,2020-07-30,
1.5,Macrocystis,Fleshy,1,Hildinbrandia,,NA,-,1,2021-09-08,NA,3.275,Full,1,Macro_1,2021-07-22,Red Crusy Peeled off
1.5,Macrocystis,Fleshy,1,Hildinbrandia,,NA,-,2,2021-09-15,NA,3.275,Full,1,Macro_1,2021-07-22,Red Crusy Peeled off
11.5,Macrocystis,Fleshy,11,Hildinbrandia,,Peyssonnelia spp,-,1,2021-09-08,5.944517834,1.514,Full,6,Macro_6,2021-07-22,
11.5,Macrocystis,Fleshy,11,Hildinbrandia,,Peyssonnelia spp,-,2,2021-09-15,5.944517834,1.514,Full,6,Macro_6,2021-07-22,
3.5,Macrocystis,Fleshy,3,Hildinbrandia,Hildenbrandia sp1,Hildenbrandia spp,-,1,2021-09-08,4.365223718,2.749,Full,2,Macro_2,2021-07-22,
3.5,Macrocystis,Fleshy,3,Hildinbrandia,Hildenbrandia sp1,Hildenbrandia spp,-,2,2021-09-15,2.182611859,2.749,Full,2,Macro_2,2021-07-22,
5.6,Macrocystis,Fleshy,5,Hildinbrandia,,Hildenbrandia spp,-,1,2021-09-08,3.581661891,2.792,Full,3,Macro_3,2021-07-22,
5.6,Macrocystis,Fleshy,5,Hildinbrandia,,Hildenbrandia spp,-,2,2021-09-15,NA,2.792,Full,3,Macro_3,2021-07-22,Count removed at second time point as the count included some growing on a honeycomb structer
7.2,Macrocystis,Fleshy,7,Hildinbrandia,,NA,-,1,2021-09-08,NA,2.408,Full,4,Macro_4,2021-07-22,Red Crusy Peeled off
7.2,Macrocystis,Fleshy,7,Hildinbrandia,,NA,-,2,2021-09-15,NA,2.408,Full,4,Macro_4,2021-07-22,Red Crusy Peeled off
9.6,Macrocystis,Fleshy,9,Hildinbrandia,,Hildenbrandia spp,-,1,2021-09-08,0.823384109,2.429,Full,5,Macro_5,2021-07-22,Honeycomb structure fleshy algae- 53 count Hild underneath
9.6,Macrocystis,Fleshy,9,Hildinbrandia,,Hildenbrandia spp,-,2,2021-09-15,0,2.429,Full,5,Macro_5,2021-07-22,Honeycomb structure fleshy algae- 156 count - hild underneath
14.4,Nereocystis,Fleshy,14,Hildinbrandia,,NA,-,1,2021-09-07,NA,2.327,Full,1,Nereocystis_1,2021-07-22,Coralline algae present undeneath and coming through in parts
14.4,Nereocystis,Fleshy,14,Hildinbrandia,,NA,-,2,2021-09-14,10.7434465,2.327,Full,1,Nereocystis_1,2021-07-22,Coralline algae present undeneath and coming through in parts
16.2,Nereocystis,Fleshy,16,Hildinbrandia,,Peyssonnelia spp,-,1,2021-09-07,0,2.426,Full,2,Nereocystis_2,2021-07-22,
16.2,Nereocystis,Fleshy,16,Hildinbrandia,,Peyssonnelia spp,-,2,2021-09-14,2.061005771,2.426,Full,2,Nereocystis_2,2021-07-22,
18.5,Nereocystis,Fleshy,18,Hildinbrandia,Peyssonnelia sp10BC,NA,-,1,2021-09-07,NA,2.338,Full,3,Nereocystis_3,2021-07-22,Red Crusy Peeled off
18.5,Nereocystis,Fleshy,18,Hildinbrandia,Peyssonnelia sp10BC,NA,-,2,2021-09-14,NA,2.338,Full,3,Nereocystis_3,2021-07-22,Red Crusy Peeled off
19.5,Nereocystis,Fleshy,19,Hildinbrandia,Peyssonnelia sp10BC,Peyssonnelia spp,-,1,2021-09-07,16.48351648,2.366,Full,4,Nereocystis_4,2021-07-22,
19.5,Nereocystis,Fleshy,19,Hildinbrandia,Peyssonnelia sp10BC,Peyssonnelia spp,-,2,2021-09-14,28.31783601,2.366,Full,4,Nereocystis_4,2021-07-22,
22.1,Nereocystis,Fleshy,22,Hildinbrandia,,NA,-,1,2021-09-07,NA,3.07,Full,5,Nereocystis_5,2021-07-22,"Red Crusy Peeled off- coralline, honeycomb red, peysonellia and hild all present"
22.1,Nereocystis,Fleshy,22,Hildinbrandia,,NA,-,2,2021-09-14,3.583061889,3.07,Full,5,Nereocystis_5,2021-07-22,"Red Crusy Peeled off- coralline, honeycomb red, peysonellia and hild all present"
24.2,Nereocystis,Fleshy,24,Hildinbrandia,,NA,-,1,2021-09-07,NA,2.582,Full,6,Nereocystis_6,2021-07-22,
24.2,Nereocystis,Fleshy,24,Hildinbrandia,,NA,-,2,2021-09-14,NA,2.582,Full,6,Nereocystis_6,2021-07-22,
12.1,Costaria Costata,Crustose,12,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2020-10-02,0,2.306,Full,1,Costaria_1,2020-07-30,
12.1,Costaria Costata,Crustose,12,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2020-10-08,0,2.306,Full,1,Costaria_1,2020-07-30,
13.5,Costaria Costata,Crustose,13,Lithophyllum,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,-,1,2020-10-02,82.2851153,0.5675,Subsample,2,Costaria_2,2020-07-30,
13.5,Costaria Costata,Crustose,13,Lithophyllum,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,-,2,2020-10-08,NA,0.5675,Full,2,Costaria_2,2020-07-30,
16.3,Costaria Costata,Crustose,16,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2020-10-02,2.050981541,3.413,Full,3,Costaria_3,2020-07-30,
16.3,Costaria Costata,Crustose,16,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2020-10-08,NA,3.413,Full,3,Costaria_3,2020-07-30,
17.5,Costaria Costata,Crustose,17,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2020-10-02,0.73964497,2.704,Full,4,Costaria_4,2020-07-30,
17.5,Costaria Costata,Crustose,17,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2020-10-08,0.73964497,2.704,Full,4,Costaria_4,2020-07-30,
19.2,Costaria Costata,Crustose,19,Lithophyllum,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,-,1,2020-10-02,20.66293586,2.323,Full,5,Costaria_5,2020-07-30,
19.2,Costaria Costata,Crustose,19,Lithophyllum,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,-,2,2020-10-08,20.66293586,2.323,Full,5,Costaria_5,2020-07-30,
1.3,Macrocystis,Crustose,1,Lithophyllum,,Lithophyllum Corsp27BC,-,1,2021-09-08,550.2645503,2.906,Subsample,1,Macro_1,2021-07-22,
1.3,Macrocystis,Crustose,1,Lithophyllum,,Lithophyllum Corsp27BC,-,2,2021-09-15,97.00176367,2.906,Subsample,1,Macro_1,2021-07-22,
10.1,Macrocystis,Crustose,10,Lithophyllum,0,Lithophyllum Corsp27BC,-,1,2021-09-08,312.1693122,2.226,Subsample,5,Macro_5,2021-07-22,
10.1,Macrocystis,Crustose,10,Lithophyllum,0,Lithophyllum Corsp27BC,-,2,2021-09-15,188.230009,2.226,Full,5,Macro_5,2021-07-22,
12.6,Macrocystis,Crustose,12,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2021-09-08,29.89925252,3.077,Full,6,Macro_6,2021-07-22,
12.6,Macrocystis,Crustose,12,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2021-09-15,50.69873253,3.077,Full,6,Macro_6,2021-07-22,
4.5,Macrocystis,Crustose,4,Lithophyllum,,Lithophyllum Corsp27BC,-,1,2021-09-08,62.42387333,3.284,Full,2,Macro_2,2021-07-22,
4.5,Macrocystis,Crustose,4,Lithophyllum,,Lithophyllum Corsp27BC,-,2,2021-09-15,80.99878197,3.284,Full,2,Macro_2,2021-07-22,
5.1,Macrocystis,Crustose,5,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2021-09-08,157.5342466,3.212,Full,3,Macro_3,2021-07-22,
5.1,Macrocystis,Crustose,5,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2021-09-15,213.8854296,3.212,Full,3,Macro_3,2021-07-22,
8.2,Macrocystis,Crustose,8,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2021-09-08,50.31847134,3.14,Full,4,Macro_4,2021-07-22,
8.2,Macrocystis,Crustose,8,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2021-09-15,44.26751592,3.14,Full,4,Macro_4,2021-07-22,
13.4,Nereocystis,Crustose,13,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2021-09-07,470.1986755,2.443,Subsample,1,Nereocystis_1,2021-07-22,
13.4,Nereocystis,Crustose,13,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,2,2021-09-14,1777.777778,2.443,Subsample,1,Nereocystis_1,2021-07-22,
15.5,Nereocystis,Crustose,15,Lithophyllum,,Lithophyllum Corsp27BC,-,1,2021-09-07,18.98488958,2.581,Full,2,Nereocystis_2,2021-07-22,
15.5,Nereocystis,Crustose,15,Lithophyllum,,Lithophyllum Corsp27BC,-,2,2021-09-14,509.7001764,2.581,Subsample,2,Nereocystis_2,2021-07-22,
17.3,Nereocystis,Crustose,17,Lithophyllum,,Lithophyllum Corsp27BC,-,1,2021-09-07,55.82922824,3.045,Full,3,Nereocystis_3,2021-07-22,
17.3,Nereocystis,Crustose,17,Lithophyllum,,Lithophyllum Corsp27BC,-,2,2021-09-14,243.3862434,3.045,Subsample,3,Nereocystis_3,2021-07-22,
20.1,Nereocystis,Crustose,20,Lithophyllum,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,-,1,2021-09-07,358.0246914,2.995,Subsample,4,Nereocystis_4,2021-07-22,
